"Año";"NOMBRE_ESTANDAR";"deficit_total";"deficit_base";"share_deficit";"deficit_est";"hogares_deficit";"pob_bog";"share_pob";"poblacion_localidad";"hogares_localidad";"deficit_rate"
2020;"CHAPINERO";205000;723;0,00272168767222298;557,94597280571;199,266418859182;7690578;0,0180760880417112;139015,565019647;49648,4160784454;0,00401355037277196
2020;"CIUDAD BOLIVAR";205000;47419;0,178505819819006;36593,6930628962;13069,1760938915;7690578;0,0841079674738597;646838,884279181;231013,887242565;0,0565731188279987
2020;"ENGATIVA";205000;17618;0,0663218442727861;13595,9780759212;4855,70645568613;7690578;0,117694917678824;905141,944612579;323264,980218778;0,0150208242550737
2020;"FONTIBON";205000;6585;0,0247888151059312;5081,70709671591;1814,89539168425;7690578;0,0440834402487889;339027,135741651;121081,119907732;0,0149890865980366
2020;"KENNEDY";205000;34065;0,128235533270091;26288,2843203686;9388,67297156022;7690578;0,139112877389207;1069858,43436613;382092,297987903;0,0245717409667793
2020;"LOS MARTIRES";205000;2756;0,0103747873093313;2126,83139841291;759,582642290326;7690578;0,013894538892639;106857,035127874;38163,2268313835;0,0199035224575319
2020;"PUENTE ARANDA";205000;4501;0,0169437292014877;3473,46448630498;1240,52303082321;7690578;0,0371453349843762;285669,096033474;102024,677154812;0,0121590488244412
2020;"RAFAEL URIBE URIBE";205000;20697;0,0779125446085739;15972,0716447576;5704,31130169916;7690578;0,0553582152047934;425736,67197325;152048,811419018;0,0375163162964764
2020;"SAN CRISTOBAL";205000;25061;0,0943405459938866;19339,8119287467;6907,07568883812;7690578;0,0596323002394608;458606,856310992;163788,162968211;0,0421707867263807
2020;"SANTA FE";205000;6201;0,0233432714459954;4785,37064642906;1709,06094515323;7690578;0,0143119189498891;110066,9290138;39309,6175049285;0,0434769161755124
2020;"SUBA";205000;25665;0,096614265708994;19805,9244703438;7073,5444536942;7690578;0,13520968095236;1039840,59771924;371371,642042584;0,0190470775172518
2020;"TEUSAQUILLO";205000;58;0,000218337323636145;44,7591513454096;15,9854111947892;7690578;0,0201649254721044;155079,932207406;55385,6900740734;0,000288619879492521
2020;"TUNJUELITO";205000;9694;0,0364924485401515;7480,95195073105;2671,76855383252;7690578;0,0269319660075906;207122,385274724;73972,2804552587;0,0361185100336133
2020;"USAQUEN";205000;5650;0,021269066871452;4360,15870864766;1557,19953880274;7690578;0,0618543535824501;475695,730865412;169891,332451933;0,00916585629371831
2020;"USME";205000;24473;0,0921270572646098;18886,046739245;6745,0166925875;7690578;0,0442300671592973;340154,781433814;121483,850512077;0,0555219205199376
2021;"ANTONIO NARINO";205000;2116;0,00796554787610486;1632,9373146015;583,191898071963;7777174;0,0169826446785905;132076,982645573;47170,3509448474;0,0123635267999987
2021;"BARRIOS UNIDOS";205000;2227;0,00838340034030507;1718,59706976254;613,784667772336;7777174;0,0326155469228465;253656,783524142;90591,7084014793;0,00677528527282209
2021;"BOSA";205000;30077;0,113222960051799;23210,7068106187;8289,53814664954;7777174;0,0743726260671057;578408,853760816;206574,590628863;0,0401285468915329
2021;"CANDELARIA";205000;58;0,000218337323636145;44,7591513454096;15,9854111947892;7777174;0,00332264923832982;25840,8212674585;9228,86473837804;0,00173211024843762
2021;"CHAPINERO";205000;723;0,00272168767222298;557,94597280571;199,266418859182;7777174;0,0180760880417112;140580,881939707;50207,4578356097;0,0039688609511285
2021;"CIUDAD BOLIVAR";205000;47419;0,178505819819006;36593,6930628962;13069,1760938915;7777174;0,0841079674738597;654122,297830548;233615,106368053;0,0559431977540933
2021;"ENGATIVA";205000;17618;0,0663218442727861;13595,9780759212;4855,70645568613;7777174;0,117694917678824;915333,853703894;326904,947751391;0,0148535728476611
2021;"FONTIBON";205000;6585;0,0247888151059312;5081,70709671591;1814,89539168425;7777174;0,0440834402487889;342844,585333435;122444,494761941;0,0148221885778761
2021;"KENNEDY";205000;34065;0,128235533270091;26288,2843203686;9388,67297156022;7777174;0,139112877389207;1081905,05309652;386394,661820187;0,0242981435802789
2021;"LOS MARTIRES";205000;2756;0,0103747873093313;2126,83139841291;759,582642290326;7777174;0,013894538892639;108060,246617821;38592,9452206503;0,0196819039839408
2021;"PUENTE ARANDA";205000;4501;0,0169437292014877;3473,46448630498;1240,52303082321;7777174;0,0371453349843762;288885,733461781;103173,47623635;0,0120236622441742
2021;"RAFAEL URIBE URIBE";205000;20697;0,0779125446085739;15972,0716447576;5704,31130169916;7777174;0,0553582152047934;430530,471977124;153760,882848973;0,0370985857781661
2021;"SAN CRISTOBAL";205000;25061;0,0943405459938866;19339,8119287467;6907,07568883812;7777174;0,0596323002394608;463770,774982528;165632,419636617;0,0417012303750173
2021;"SANTA FE";205000;6201;0,0233432714459954;4785,37064642906;1709,06094515323;7777174;0,0143119189498891;111306,283947185;39752,2442668516;0,0429928165484326
2021;"SUBA";205000;25665;0,096614265708994;19805,9244703438;7073,5444536942;7777174;0,13520968095236;1051549,21525099;375553,291161067;0,0188349952461487
2021;"TEUSAQUILLO";205000;58;0,000218337323636145;44,7591513454096;15,9854111947892;7777174;0,0201649254721044;156826,134093588;56009,3336048528;0,000285406202251336
2021;"TUNJUELITO";205000;9694;0,0364924485401515;7480,95195073105;2671,76855383252;7777174;0,0269319660075906;209454,585803118;74805,2092153992;0,0357163435789512
2021;"USAQUEN";205000;5650;0,021269066871452;4360,15870864766;1557,19953880274;7777174;0,0618543535824501;481052,070468238;171804,310881513;0,00906379782214357
2021;"USME";205000;24473;0,0921270572646098;18886,046739245;6745,0166925875;7777174;0,0442300671592973;343984,928329541;122851,760117693;0,0549037041563402
2022;"ANTONIO NARINO";195000;2116;0,00796554787610486;1553,28183584045;554,74351280016;7820740;0,0169826446785905;132816,84854364;47434,5887655858;0,0116949156140388
2022;"BARRIOS UNIDOS";195000;2227;0,00838340034030507;1634,76306635949;583,843952271246;7820740;0,0326155469228465;255077,712441383;91099,1830147796;0,00640888241749133
2022;"BOSA";195000;30077;0,113222960051799;22078,4772101007;7885,17043217883;7820740;0,0743726260671057;581648,971588056;207731,775567163;0,0379584221559279
2022;"CANDELARIA";195000;58;0,000218337323636145;42,5757781090482;15,2056350389458;7820740;0,00332264923832982;25985,5758041756;9280,56278720557;0,00163843889509682
2022;"CHAPINERO";195000;723;0,00272168767222298;530,72909608348;189,5461057441;7820740;0,0180760880417112;141368,384791332;50488,7088540473;0,00375422762923171
2022;"CIUDAD BOLIVAR";195000;47419;0,178505819819006;34808,6348647062;12431,6553088236;7820740;0,0841079674738597;657786,545541514;234923,766264826;0,0529178273721765
2022;"ENGATIVA";195000;17618;0,0663218442727861;12932,7596331933;4618,84272614046;7820740;0,117694917678824;920461,35048749;328736,196602675;0,0140503016518227
2022;"FONTIBON";195000;6585;0,0247888151059312;4833,81894565659;1726,36390916307;7820740;0,0440834402487889;344765,124491313;123130,401604041;0,0140206146221683
2022;"KENNEDY";195000;34065;0,128235533270091;25005,9289876677;8930,68892416704;7820740;0,139112877389207;1087965,64471286;388559,158826023;0,0229841163727806
2022;"LOS MARTIRES";195000;2756;0,0103747873093313;2023,0835253196;722,529830471286;7820740;0,013894538892639;108665,576099218;38809,1343211491;0,0186175198985962
2022;"PUENTE ARANDA";195000;4501;0,0169437292014877;3304,0271942901;1180,00971224647;7820740;0,0371453349843762;290504,00712571;103751,431116325;0,0113734307040396
2022;"RAFAEL URIBE URIBE";195000;20697;0,0779125446085739;15192,9461986719;5426,0522138114;7820740;0,0553582152047934;432942,207980736;154622,217135977;0,0350923192948375
2022;"SAN CRISTOBAL";195000;25061;0,0943405459938866;18396,4064688079;6570,14516743139;7820740;0,0596323002394608;466368,715774761;166560,255633843;0,0394460559779329
2022;"SANTA FE";195000;6201;0,0233432714459954;4551,9379319691;1625,69211856039;7820740;0,0143119189498891;111929,797008155;39974,9275029126;0,040667794042702
2022;"SUBA";195000;25665;0,096614265708994;18839,7818132538;6728,49350473351;7820740;0,13520968095236;1057439,76021136;377657,057218342;0,0178164114138173
2022;"TEUSAQUILLO";195000;58;0,000218337323636145;42,5757781090482;15,2056350389458;7820740;0,0201649254721044;157704,639236706;56323,0854416806;0,000269971627436682
