"Año","Mes","Nacionalidad","Codigo M49","Femenino","Masculino","Indefinido","Total","Ubicación PCM"
"2015","Julio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","59","101",,"160","(7.088729,-70.740253)"
"2015","Julio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","7","5",,"12","(7.128456,-73.183637)"
"2015","Julio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3,846","4,175",,"8,021","(7.818934,-72.453226)"
"2015","Julio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","502","451",,"953","(7.927209,-72.507910)"
"2015","Julio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","2",,"2","(8.635765,-77.346578)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","6",,"6","(0.25129,-76.875963)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","10",,"13","(0.812436,-77.847006)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","252","373",,"625","(0.814836,-77.662532)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","14",,"15","(10.408582,-75.538003)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","612","536",,"1,148","(10.445761,-75.516429)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","54","108",,"162","(10.886611,-74.776708)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4,002","4,470",,"8,472","(11.360009,-72.129330)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","0",,"2","(12.2205723,-71.989035)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","2",,"2","(12.586067,-81.702563)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","75","125",,"200","(3.541112,-76.384584)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","50","70",,"120","(3.866713,-67.927521)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","1",,"2","(-4.197703,-69.941278)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","6,763","7,078",,"13,841","(4.697144,-74.140516)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","3",,"6","(4.815061,-75.736532)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2,787","2,612",,"5,399","(6.171601,-75.427454)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","355","634",,"989","(6.185799,-67.483929)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","314","385",,"699","(7.088729,-70.740253)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","15","13",,"28","(7.128456,-73.183637)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3,767","3,801",,"7,568","(7.818934,-72.453226)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","495","435",,"930","(7.927209,-72.507910)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","4",,"5","(8.635765,-77.346578)"
"2015","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","8","6",,"14","No Aplica,No Aplica"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","0",,"1","(0.25129,-76.875963)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","277","357",,"634","(0.814836,-77.662532)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(1.813928,-78.763924)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","14","15",,"29","(10.408582,-75.538003)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","495","502",,"997","(10.445761,-75.516429)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","54","136",,"190","(10.886611,-74.776708)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","877","1,106",,"1,983","(11.360009,-72.129330)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","6",,"10","(12.586067,-81.702563)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","66","100",,"166","(3.541112,-76.384584)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","31","38",,"69","(3.866713,-67.927521)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","2",,"3","(-4.197703,-69.941278)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","0",,"1","(-4.223468,-69.945098)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","6,494","7,124",,"13,618","(4.697144,-74.140516)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","6",,"6","(4.815061,-75.736532)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2,763","2,520",,"5,283","(6.171601,-75.427454)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","202","420",,"622","(6.185799,-67.483929)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","174","254",,"428","(7.088729,-70.740253)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","9","11",,"20","(7.128456,-73.183637)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,304","1,546",,"2,850","(7.818934,-72.453226)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","256","214",,"470","(7.927209,-72.507910)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","2",,"2","(8.635765,-77.346578)"
"2015","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","4",,"9","No Aplica,No Aplica"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","4",,"5","(0.25129,-76.875963)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","275","326",,"601","(0.814836,-77.662532)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","12","20",,"32","(10.408582,-75.538003)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","516","470",,"986","(10.445761,-75.516429)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","64","156",,"220","(10.886611,-74.776708)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","22",,"24","(11.117806,-74.232622)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","189","271",,"460","(11.360009,-72.129330)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","3",,"3","(12.586067,-81.702563)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","79","130",,"209","(3.541112,-76.384584)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","34","50",,"84","(3.866713,-67.927521)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","4",,"5","(-4.197703,-69.941278)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","2",,"2","(4.452882,-75.766298)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","6,586","7,159",,"13,745","(4.697144,-74.140516)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","7",,"8","(4.815061,-75.736532)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2,563","2,324",,"4,887","(6.171601,-75.427454)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","26","50",,"76","(6.185799,-67.483929)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","45","92",,"137","(7.088729,-70.740253)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","11","19",,"30","(7.128456,-73.183637)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,615","1,949",,"3,564","(7.818934,-72.453226)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","154","151",,"305","(7.927209,-72.507910)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","2",,"3","(8.635765,-77.346578)"
"2015","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","5",,"9","No Aplica,No Aplica"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","3",,"5","(0.25129,-76.875963)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","250","392",,"642","(0.814836,-77.662532)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","3",,"3","(1.813928,-78.763924)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","6",,"11","(10.408582,-75.538003)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","629","512",,"1,141","(10.445761,-75.516429)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","71","121",,"192","(10.886611,-74.776708)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(11.117806,-74.232622)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","179","272",,"451","(11.360009,-72.129330)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","3",,"8","(12.586067,-81.702563)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","57","77",,"134","(3.541112,-76.384584)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","36","54",,"90","(3.866713,-67.927521)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","3",,"5","(-4.197703,-69.941278)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","6,320","7,230",,"13,550","(4.697144,-74.140516)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","12",,"16","(4.815061,-75.736532)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2,085","2,052",,"4,137","(6.171601,-75.427454)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","59","99",,"158","(6.185799,-67.483929)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","40","63",,"103","(7.088729,-70.740253)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","6","13",,"19","(7.128456,-73.183637)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2,252","2,634",,"4,886","(7.818934,-72.453226)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","185","205",,"390","(7.927209,-72.507910)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(8.635765,-77.346578)"
"2015","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","3",,"7","No Aplica,No Aplica"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","4",,"7","(0.25129,-76.875963)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","361","599",,"960","(0.814836,-77.662532)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","10","20",,"30","(10.408582,-75.538003)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","612","512",,"1,124","(10.445761,-75.516429)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","86","125",,"211","(10.886611,-74.776708)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","4",,"4","(10.971302,-74.765397)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","9",,"9","(11.117806,-74.232622)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","205","301",,"506","(11.360009,-72.129330)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","9","13",,"22","(12.586067,-81.702563)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","63","94",,"157","(3.541112,-76.384584)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","47","44",,"91","(3.866713,-67.927521)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","1",,"2","(-4.197703,-69.941278)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","3",,"7","(4.452882,-75.766298)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","6,466","6,518",,"12,984","(4.697144,-74.140516)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","9",,"14","(4.815061,-75.736532)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2,166","1,854",,"4,020","(6.171601,-75.427454)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","49","73",,"122","(6.185799,-67.483929)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","61","145",,"206","(7.088729,-70.740253)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","25","28",,"53","(7.128456,-73.183637)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2,768","2,957",,"5,725","(7.818934,-72.453226)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","333","387",,"720","(7.927209,-72.507910)"
"2015","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","9","4",,"13","No Aplica,No Aplica"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","5",,"7","(0.25129,-76.875963)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","346","493",,"839","(0.814836,-77.662532)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","0",,"1","(1.813928,-78.763924)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","6","28",,"34","(10.408582,-75.538003)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","161","230",,"391","(10.445761,-75.516429)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","86","140",,"226","(10.886611,-74.776708)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","6",,"7","(11.117806,-74.232622)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","219","363",,"582","(11.360009,-72.129330)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","6",,"9","(12.586067,-81.702563)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","132","149",,"281","(3.541112,-76.384584)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","33","28",,"61","(3.866713,-67.927521)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","2",,"2","(-4.197703,-69.941278)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","0",,"2","(4.452882,-75.766298)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5,893","6,188",,"12,081","(4.697144,-74.140516)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","14","15",,"29","(4.815061,-75.736532)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","973","999",,"1,972","(6.171601,-75.427454)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","32","79",,"111","(6.185799,-67.483929)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","41","78",,"119","(7.088729,-70.740253)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","16","16",,"32","(7.128456,-73.183637)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2,465","2,946",,"5,411","(7.818934,-72.453226)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","263","315",,"578","(7.927209,-72.507910)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","5",,"5","(8.635765,-77.346578)"
"2016","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","7",,"12","No Aplica,No Aplica"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","4",,"6","(0.25129,-76.875963)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","261","404",,"665","(0.814836,-77.662532)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","10",,"12","(10.408582,-75.538003)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","76","125",,"201","(10.445761,-75.516429)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","53","161",,"214","(10.886611,-74.776708)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","0",,"1","(11.247723,-74.213989)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","259","412",,"671","(11.360009,-72.129330)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","8",,"8","(12.586067,-81.702563)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","63","90",,"153","(3.541112,-76.384584)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","45","46",,"91","(3.866713,-67.927521)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","2",,"4","(-4.197703,-69.941278)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","0",,"1","(4.452882,-75.766298)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4,183","5,207",,"9,390","(4.697144,-74.140516)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","3",,"5","(4.815061,-75.736532)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","680","818",,"1,498","(6.171601,-75.427454)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","64","100",,"164","(6.185799,-67.483929)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","35","44",,"79","(7.088729,-70.740253)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","2",,"5","(7.128456,-73.183637)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,672","2,136",,"3,808","(7.818934,-72.453226)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","208","227",,"435","(7.927209,-72.507910)"
"2016","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","8",,"14","No Aplica,No Aplica"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","1",,"4","(0.25129,-76.875963)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","229","411",,"640","(0.814836,-77.662532)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","4",,"4","(10.408582,-75.538003)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","84","102",,"186","(10.445761,-75.516429)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","57","101",,"158","(10.886611,-74.776708)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","11",,"11","(11.117806,-74.232622)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","399","561",,"960","(11.360009,-72.129330)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","3",,"5","(12.586067,-81.702563)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","38","58",,"96","(3.541112,-76.384584)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","51","59",,"110","(3.866713,-67.927521)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","2",,"3","(-4.197703,-69.941278)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","5",,"6","(4.452882,-75.766298)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5,007","5,667",,"10,674","(4.697144,-74.140516)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","13","17",,"30","(4.815061,-75.736532)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,000","1,020",,"2,020","(6.171601,-75.427454)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","81","133",,"214","(6.185799,-67.483929)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","60","87",,"147","(7.088729,-70.740253)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","8","13",,"21","(7.128456,-73.183637)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,436","1,681",,"3,117","(7.818934,-72.453226)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","150","193",,"343","(7.927209,-72.507910)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","2",,"2","(8.635765,-77.346578)"
"2016","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","1",,"4","No Aplica,No Aplica"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","4",,"7","(0.25129,-76.875963)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","182","304",,"486","(0.814836,-77.662532)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","9",,"11","(10.408582,-75.538003)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","6","4",,"10","(10.433609,-73.247863)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","68","108",,"176","(10.445761,-75.516429)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","48","141",,"189","(10.886611,-74.776708)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","5",,"5","(11.117806,-74.232622)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","0",,"1","(11.247723,-74.213989)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","378","596",,"974","(11.360009,-72.129330)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","6",,"10","(12.586067,-81.702563)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","58","81",,"139","(3.541112,-76.384584)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","31","18",,"49","(3.866713,-67.927521)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","3",,"4","(-4.197703,-69.941278)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","2",,"3","(4.452882,-75.766298)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4,513","5,296",,"9,809","(4.697144,-74.140516)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","12",,"17","(4.815061,-75.736532)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","657","771",,"1,428","(6.171601,-75.427454)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","40","51",,"91","(6.185799,-67.483929)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","51","46",,"97","(7.088729,-70.740253)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","9",,"14","(7.128456,-73.183637)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,136","1,424",,"2,560","(7.818934,-72.453226)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","137","162",,"299","(7.927209,-72.507910)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(8.635765,-77.346578)"
"2016","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","5",,"10","No Aplica,No Aplica"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","2",,"4","(0.25129,-76.875963)"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","167","289",,"456","(0.814836,-77.662532)"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","12",,"15","(10.408582,-75.538003)"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","54","106",,"160","(10.445761,-75.516429)"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","60","109",,"169","(10.886611,-74.776708)"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","12",,"13","(11.117806,-74.232622)"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","7",,"7","(11.247723,-74.213989)"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","407","654",,"1,061","(11.360009,-72.129330)"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","3",,"4","(12.586067,-81.702563)"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","58","82",,"140","(3.541112,-76.384584)"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","31","32",,"63","(3.866713,-67.927521)"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","1",,"2","(-4.197703,-69.941278)"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","4",,"5","(4.452882,-75.766298)"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4,502","5,536",,"10,038","(4.697144,-74.140516)"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","12",,"16","(4.815061,-75.736532)"
"2016","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","669","819",,"1,488","(6.171601,-75.427454)"
